"market_id","gu","gu_code","name","submarkets_draft","core_stations","core_streets_nodes","market_type_labels","market_type_codes","core_consumers_hypothesis","bakery_priority","boundary_type","boundary_confidence","numeric_data_status","field_survey_required","checked_at"
"SEOUL-YANGCHEON-MOKDONG-ACADEMY","양천구","YANGCHEON","목동학원가권","목동 학원가·파리공원·아파트단지","오목교(버스 연계)","목동서로·목동동로","학원가형|대단지 주거형|가족형","ACADEMY|APARTMENT|FAMILY","학생·학부모·가족","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-YANGCHEON-SINJEONGNEGEORI","양천구","YANGCHEON","신정네거리권","신정네거리역·신정시장·신정동 주거축","신정네거리","중앙로·신월로","주거생활형|전통시장형|역세권형","RESIDENTIAL|MARKET|TRANSIT","거주민·시장 이용객·가족","중상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-YANGCHEON-SINWOL","양천구","YANGCHEON","신월권","신월사거리·신영시장·서서울호수공원 연결축","까치산(버스 연계)","남부순환로·신월로","주거생활형|전통시장형|공원·산책형","RESIDENTIAL|MARKET|PARK","거주민·가족·공원 이용객","중상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GANGSEO-MAGOK","강서구","GANGSEO","마곡권","마곡나루역·LG사이언스파크·서울식물원","마곡나루·마곡","마곡중앙로·공항대로","대형 오피스형|공원·산책형|주거복합형","OFFICE_LARGE|PARK|OFFICE_MIXED","직장인·전시 방문객·신규 거주민","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GANGSEO-BALSAN","강서구","GANGSEO","발산권","발산역·마곡 업무지구 동측·NC백화점","발산","공항대로·강서로","오피스형|쇼핑형|의료형","OFFICE_MIXED|MALL|MEDICAL","직장인·쇼핑객·거주민·병원 방문객","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GANGSEO-GIMPOAIRPORT","강서구","GANGSEO","김포공항·롯데몰권","김포공항·롯데몰·공항시장","김포공항·송정","하늘길·공항대로","환승거점형|쇼핑몰형|관광형","TRANSIT|MALL|TOURISM","항공 이용객·쇼핑객·관광객","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GANGSEO-HWAGOK","강서구","GANGSEO","화곡권","화곡역·화곡본동시장·강서구청 남측","화곡","화곡로·강서로","주거생활형|전통시장형|역세권형","RESIDENTIAL|MARKET|TRANSIT","거주민·시장 이용객·통근객","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GANGSEO-KKACHISAN","강서구","GANGSEO","까치산권","까치산역·화곡8동 생활축","까치산","강서로·곰달래로","환승거점형|주거생활형|먹자골목형","TRANSIT|RESIDENTIAL|DINING_CLUSTER","환승객·거주민·야간 생활수요","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GANGSEO-DEUNGCHON-YEOMCHANG","강서구","GANGSEO","등촌·염창권","등촌역·염창역·증미역 업무·주거축","등촌·염창·증미","공항대로·양천로","오피스형|주거생활형|역세권형","OFFICE_MIXED|RESIDENTIAL|TRANSIT","직장인·거주민·통근객","중상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GANGSEO-BANGHWA","강서구","GANGSEO","방화권","방화역·개화산역·방신시장","방화·개화산","금낭화로·방화대로","주거생활형|전통시장형|공항 연계형","RESIDENTIAL|MARKET|AIRPORT","거주민·공항 종사자·가족","중상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GURO-GURODIGITAL","구로구","GURO","구로디지털단지권","구로디지털단지역·G밸리 동측·깔깔거리","구로디지털단지","디지털로·도림천로","산업·지식산업센터형|대형 오피스형|야간형","INDUSTRIAL|OFFICE_LARGE|NIGHT","IT·산업 직장인·통근객·야간 회식수요","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GURO-SINDORIM","구로구","GURO","신도림권","신도림역·디큐브시티·테크노마트","신도림","경인로·새말로","환승거점형|쇼핑몰형|주거복합형","TRANSIT|MALL|OFFICE_MIXED","환승객·쇼핑객·직장인·거주민","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GURO-GUROSTN","구로구","GURO","구로역권","구로역·AK플라자·구로시장","구로","경인로·구로중앙로","역세권형|쇼핑형|전통시장형","TRANSIT|MALL|MARKET","쇼핑객·시장 이용객·거주민","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GURO-GOCHEOK-GAEBONG","구로구","GURO","고척·개봉권","고척스카이돔·개봉역·고척시장","개봉","경인로·고척로","경기장형|주거생활형|전통시장형","EVENT_SPORTS|RESIDENTIAL|MARKET","경기 관람객·거주민·가족","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GURO-ORYU-ONSU","구로구","GURO","오류·온수권","오류동역·온수역·오류시장","오류동·온수","경인로·부일로","주거생활형|환승거점형|전통시장형","RESIDENTIAL|TRANSIT|MARKET","거주민·환승객·시장 이용객","중상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GURO-CHEONWANG","구로구","GURO","천왕권","천왕역·천왕지구·항동지구 연결축","천왕","오리로·천왕로","대단지 주거형|가족형|공원 연계형","APARTMENT|FAMILY|PARK","신규 대단지 거주민·가족","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GEUMCHEON-GASANDIGITAL","금천구","GEUMCHEON","가산디지털단지권","가산디지털단지역·G밸리 서측·아울렛단지","가산디지털단지","디지털로·벚꽃로","산업·지식산업센터형|대형 오피스형|쇼핑형","INDUSTRIAL|OFFICE_LARGE|MALL","IT·제조 직장인·쇼핑객·통근객","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GEUMCHEON-DOKSAN","금천구","GEUMCHEON","독산권","독산역·독산동 우시장·홈플러스축","독산","시흥대로·범안로","산업형|주거생활형|전통시장형","INDUSTRIAL|RESIDENTIAL|MARKET","거주민·산업 종사자·시장 이용객","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GEUMCHEON-SIHEUNG-SAGEORI","금천구","GEUMCHEON","시흥사거리권","시흥사거리·은행나무시장·금천구청 남측","금천구청(버스 연계)","시흥대로·금하로","주거생활형|전통시장형|생활거점형","RESIDENTIAL|MARKET|LOCAL_HUB","거주민·시장 이용객·가족","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GEUMCHEON-GEUMCHEONGU-OFFICE","금천구","GEUMCHEON","금천구청권","금천구청역·롯데캐슬 주거복합·안양천","금천구청","시흥대로·벚꽃로","주거복합형|공공업무형|공원·산책형","OFFICE_MIXED|PUBLIC_OFFICE|PARK","대단지 거주민·공공기관 방문객·산책객","중상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-YEONGDEUNGPO-YEOUIDO","영등포구","YEONGDEUNGPO","여의도권","여의도역·IFC·더현대서울·금융가·한강공원","여의도·여의나루","국제금융로·여의대로","대형 오피스형|쇼핑몰형|한강·수변형","OFFICE_LARGE|MALL|WATERFRONT","금융 직장인·쇼핑객·관광객·한강 이용객","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-YEONGDEUNGPO-YEONGDEUNGPOSTN","영등포구","YEONGDEUNGPO","영등포역·타임스퀘어권","영등포역·타임스퀘어·신세계백화점","영등포","영중로·경인로","환승거점형|쇼핑몰형|야간형","TRANSIT|MALL|NIGHT","철도 이용객·쇼핑객·직장인·야간 고객","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-YEONGDEUNGPO-MULLAE","영등포구","YEONGDEUNGPO","문래권","문래창작촌·문래역·철공소 골목","문래","도림로·문래로","산업형|문화형|트렌드 목적형","INDUSTRIAL|CULTURE|TREND","예술 목적 방문객·직장인·거주민","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-YEONGDEUNGPO-DANGSAN","영등포구","YEONGDEUNGPO","당산권","당산역·당산동 오피스·한강 연결축","당산","양평로·당산로","환승거점형|오피스형|주거생활형","TRANSIT|OFFICE_MIXED|RESIDENTIAL","환승객·직장인·거주민","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-YEONGDEUNGPO-SEONYUDO-YANGPYEONG","영등포구","YEONGDEUNGPO","선유도·양평권","선유도공원·선유도역·양평동 업무축","선유도·양평","양평로·선유로","공원·산책형|오피스형|한강·수변형","PARK|OFFICE_MIXED|WATERFRONT","직장인·산책객·거주민","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-YEONGDEUNGPO-SINGIL-DAERIM","영등포구","YEONGDEUNGPO","신길·대림권","신길뉴타운·대림역·대림중앙시장","신길·대림","도신로·도림로","대단지 주거형|외국인 생활형|전통시장형","APARTMENT|FOREIGN|MARKET","대단지 거주민·외국인 생활수요·시장 이용객","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-YEONGDEUNGPO-YEONGDEUNGPO-MARKET","영등포구","YEONGDEUNGPO","영등포시장권","영등포시장·영등포로터리·국회대로 남측","영등포시장","영등포로·영중로","전통시장형|역세권형|생활거점형","MARKET|TRANSIT|LOCAL_HUB","시장 이용객·거주민·직장인","중상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-DONGJAK-SADANG","동작구","DONGJAK","사당권","사당역·남현동 먹자골목·관악산 북측","사당","남부순환로·동작대로","환승거점형|먹자골목형|공원·산책형","TRANSIT|DINING_CLUSTER|PARK","환승객·직장인·등산객·야간 고객","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-DONGJAK-ISU","동작구","DONGJAK","이수권","이수역·태평백화점·남성사계시장","이수·총신대입구","동작대로·사당로","환승거점형|주거생활형|전통시장형","TRANSIT|RESIDENTIAL|MARKET","거주민·환승객·시장 이용객","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-DONGJAK-NORYANGJIN","동작구","DONGJAK","노량진권","노량진역·학원가·수산시장","노량진","노량진로·장승배기로","학원가형|전통시장형|환승거점형","ACADEMY|MARKET|TRANSIT","공시생·학생·시장 방문객·환승객","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-DONGJAK-HEUKSEOK","동작구","DONGJAK","흑석권","흑석역·중앙대·흑석시장","흑석","서달로·현충로","대학가형|의료형|주거생활형","UNIVERSITY|MEDICAL|RESIDENTIAL","대학생·병원 방문객·대단지 거주민","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-DONGJAK-SANGDO","동작구","DONGJAK","상도권","상도역·장승배기역·숭실대","상도·숭실대입구","상도로·사당로","대학가형|주거생활형|역세권형","UNIVERSITY|RESIDENTIAL|TRANSIT","대학생·거주민·통근객","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-DONGJAK-SINDAEBANG-BORAMAE","동작구","DONGJAK","신대방삼거리·보라매권","신대방삼거리·보라매공원·병원업무축","신대방삼거리·보라매","보라매로·상도로","의료형|오피스형|공원·산책형","MEDICAL|OFFICE_MIXED|PARK","병원 방문객·직장인·거주민·공원 이용객","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GWANAK-SILLIM","관악구","GWANAK","신림권","신림역·별빛거리·순대타운","신림","신림로·남부순환로","대형 역세권형|먹자골목형|야간형","TRANSIT|DINING_CLUSTER|NIGHT","청년 거주민·직장인·야간 방문객","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GWANAK-SNU-SHAROSU","관악구","GWANAK","서울대입구·샤로수길권","서울대입구역·샤로수길·관악구청","서울대입구","관악로·남부순환로","대학가형|골목상권형|트렌드 목적형","UNIVERSITY|ALLEY|TREND","대학생·청년 거주민·데이트 고객","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GWANAK-NAKSEONGDAE","관악구","GWANAK","낙성대권","낙성대역·인헌시장·낙성대공원","낙성대","남부순환로·낙성대로","주거생활형|대학가형|공원·산책형","RESIDENTIAL|UNIVERSITY|PARK","대학생·거주민·공원 이용객","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GWANAK-BONGCHEON","관악구","GWANAK","봉천권","봉천역·봉천제일시장·은천동 주거축","봉천","남부순환로·봉천로","주거생활형|전통시장형|역세권형","RESIDENTIAL|MARKET|TRANSIT","거주민·시장 이용객·통근객","중상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GWANAK-DAEHAKDONG-GWANAKSAN","관악구","GWANAK","대학동·관악산입구권","서울대 정문·대학동 고시촌·관악산 입구","서울대벤처타운","신림로·관악산나들길","대학가형|학원가형|공원·산책형","UNIVERSITY|ACADEMY|PARK","학생·연구자·등산객·거주민","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GWANAK-SINDAEBANG-NANGOK","관악구","GWANAK","신대방·난곡권","신대방역·난곡사거리·도림천 남측","신대방","난곡로·신사로","주거생활형|산업 연계형|역세권형","RESIDENTIAL|INDUSTRIAL|TRANSIT","거주민·산업 직장인·통근객","중상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-SEOCHO-GANGNAMSTN-WEST","서초구","SEOCHO","강남역 서초권","강남역 서측·서초대로·강남대로 남단","강남","강남대로·서초대로","대형 오피스형|학원가형|야간형","OFFICE_LARGE|ACADEMY|NIGHT","직장인·학원 수요·쇼핑객·야간 고객","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-SEOCHO-GYODAE","서초구","SEOCHO","교대권","교대역·법조타운·먹자골목","교대","서초대로·반포대로","오피스형|학원가형|먹자골목형","OFFICE_MIXED|ACADEMY|DINING_CLUSTER","법조 직장인·학원생·거주민","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-SEOCHO-SEOCHO","서초구","SEOCHO","서초권","서초역·예술의전당·법원 남측","서초","반포대로·서초대로","오피스형|공연문화형|주거생활형","OFFICE_MIXED|CULTURE|RESIDENTIAL","법조 직장인·공연 관람객·거주민","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-SEOCHO-BANPO-EXPRESSTERMINAL","서초구","SEOCHO","반포·고속터미널권","고속터미널·센트럴시티·신세계강남·반포한강공원","고속터미널·신반포","신반포로·사평대로","환승거점형|백화점형|프리미엄 주거형","TRANSIT|MALL|PREMIUM_RESIDENTIAL","광역교통 이용객·쇼핑객·고소득 거주민","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-SEOCHO-JAMWON","서초구","SEOCHO","잠원권","잠원역·신사역 남측·한강공원","잠원","나루터로·신반포로","프리미엄 주거형|한강·수변형|역세권형","PREMIUM_RESIDENTIAL|WATERFRONT|TRANSIT","고소득 거주민·한강 이용객·통근객","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-SEOCHO-BANGBAE-SEORAE","서초구","SEOCHO","방배·서래마을권","방배역·내방역·서래마을·카페골목","방배·내방","방배로·서래로","프리미엄 주거형|외국인 생활형|골목상권형","PREMIUM_RESIDENTIAL|FOREIGN|ALLEY","고소득 거주민·가족·외국인 생활수요","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-SEOCHO-YANGJAE","서초구","SEOCHO","양재권","양재역·양재시민의숲·AT센터·오피스축","양재·양재시민의숲","강남대로·양재천로","오피스형|공원·산책형|전시형","OFFICE_MIXED|PARK|EVENT_EXHIBITION","직장인·전시 방문객·가족·산책객","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-SEOCHO-NAEGOK-CHEONGGYESAN","서초구","SEOCHO","내곡·청계산입구권","청계산입구역·내곡지구·헌인릉","청계산입구","청계산로·헌릉로","공원·산책형|대단지 주거형|목적방문형","PARK|APARTMENT|DESTINATION","등산객·신규 거주민·가족","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GANGNAM-GANGNAMSTN","강남구","GANGNAM","강남역권","강남역 동측·테헤란로 초입·역삼동 먹자축","강남","강남대로·테헤란로","대형 오피스형|대형 역세권형|야간형","OFFICE_LARGE|TRANSIT|NIGHT","직장인·쇼핑객·학원생·야간 고객","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GANGNAM-YEOKSAM-TEHERAN","강남구","GANGNAM","역삼·테헤란로권","역삼역·테헤란로 오피스·강남파이낸스센터","역삼","테헤란로·논현로","대형 오피스형|호텔형|업무거점형","OFFICE_LARGE|HOTEL|OFFICE_MIXED","대형 오피스 직장인·출장객","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GANGNAM-SEOLLEUNG","강남구","GANGNAM","선릉권","선릉역·테헤란로 중부·선정릉 서측","선릉","테헤란로·선릉로","대형 오피스형|역세권형|야간형","OFFICE_LARGE|TRANSIT|NIGHT","직장인·전문직·회식수요","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GANGNAM-SAMSUNG-COEX","강남구","GANGNAM","삼성·코엑스권","삼성역·코엑스·무역센터·봉은사","삼성·봉은사","영동대로·테헤란로","대형 오피스형|전시형|쇼핑몰형|외국인 관광형","OFFICE_LARGE|EVENT_EXHIBITION|MALL|FOREIGN","전시 방문객·외국인·직장인·쇼핑객","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GANGNAM-CHEONGDAM","강남구","GANGNAM","청담권","청담사거리·명품거리·도산대로 동측","청담","도산대로·압구정로","프리미엄 주거형|럭셔리 쇼핑형|목적방문형","PREMIUM_RESIDENTIAL|LUXURY|DESTINATION","고소득 거주민·패션 목적 방문객·외국인","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GANGNAM-APGUJEONG","강남구","GANGNAM","압구정권","압구정역·로데오거리·갤러리아","압구정·압구정로데오","압구정로·선릉로","프리미엄 주거형|트렌드 목적형|쇼핑형","PREMIUM_RESIDENTIAL|TREND|MALL","고소득 거주민·쇼핑객·데이트 고객","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GANGNAM-SINSA-GAROSU","강남구","GANGNAM","신사·가로수길권","신사역·가로수길·세로수길","신사","도산대로·압구정로·가로수길","트렌드 목적형|관광형|골목상권형","TREND|TOURISM|ALLEY","관광객·패션 고객·데이트 고객·직장인","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GANGNAM-NONHYEON","강남구","GANGNAM","논현권","논현역·영동시장·학동역 가구거리","논현·학동","강남대로·학동로","오피스형|전통시장형|야간형","OFFICE_MIXED|MARKET|NIGHT","직장인·시장 이용객·야간 고객","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GANGNAM-DAECHI-DOGOK","강남구","GANGNAM","대치·도곡권","대치동 학원가·도곡동 주거축·한티역","한티·대치","도곡로·남부순환로","학원가형|프리미엄 주거형|가족형","ACADEMY|PREMIUM_RESIDENTIAL|FAMILY","학생·학부모·고소득 거주민","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GANGNAM-SUSEO-SEGOK","강남구","GANGNAM","수서·세곡권","수서역·SRT·세곡지구·대모산 남측","수서","광평로·밤고개로","환승거점형|대단지 주거형|개발거점형","TRANSIT|APARTMENT|DEVELOPMENT","광역교통 이용객·신규 거주민·직장인","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-SONGPA-JAMSIL","송파구","SONGPA","잠실권","잠실역·롯데월드몰·롯데월드·잠실종합운동장 연결축","잠실","올림픽로·송파대로","쇼핑몰형|관광형|경기장형|환승거점형","MALL|TOURISM|EVENT_SPORTS|TRANSIT","쇼핑객·관광객·가족·직장인","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-SONGPA-SONGRIDAN","송파구","SONGPA","송리단길권","석촌호수 동호·송리단길·석촌역 북측","석촌·송파나루","백제고분로45길·오금로","골목상권형|공원·산책형|관광형","ALLEY|PARK|TOURISM","거주민·데이트 고객·관광객·가족","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-SONGPA-BANGI","송파구","SONGPA","방이권","방이먹자골목·몽촌토성역·올림픽공원 서측","몽촌토성·한성백제","오금로·위례성대로","먹자골목형|야간형|공원·산책형","DINING_CLUSTER|NIGHT|PARK","직장인·야간 방문객·공원 관람객","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-SONGPA-MUNJEONG","송파구","SONGPA","문정권","문정법조단지·가든파이브·문정역","문정","송파대로·법원로","대형 오피스형|쇼핑몰형|주거복합형","OFFICE_LARGE|MALL|OFFICE_MIXED","법조 직장인·쇼핑객·거주민","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-SONGPA-GARAKMARKET","송파구","SONGPA","가락시장권","가락시장·가락몰·가락시장역","가락시장","송파대로·양재대로","대형 전통시장형|유통형|환승거점형","MARKET|RETAIL_LOGISTICS|TRANSIT","시장 종사자·외식 방문객·거주민","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-SONGPA-SEOKCHON-SAMJEON","송파구","SONGPA","석촌·삼전권","석촌역·삼전역·백제고분로 생활축","석촌·삼전","백제고분로·삼학사로","주거생활형|역세권형|골목상권형","RESIDENTIAL|TRANSIT|ALLEY","거주민·직장인·데이트 고객","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-SONGPA-OLYMPICPARK","송파구","SONGPA","올림픽공원권","올림픽공원·KSPO DOME·한성백제박물관","올림픽공원·한성백제","위례성대로·올림픽로","공원·산책형|공연문화형|관광형","PARK|CULTURE|TOURISM","공연 관람객·가족·운동객·관광객","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-SONGPA-WIRYE-SONGPA","송파구","SONGPA","위례송파권","위례신도시 송파권·장지천·위례광장","장지(버스 연계)","위례광장로·위례순환로","대단지 주거형|가족형|신도시형","APARTMENT|FAMILY|NEWTOWN","대단지 거주민·가족·학부모","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-SONGPA-GEOYEO-MACHEON","송파구","SONGPA","거여·마천권","거여역·마천중앙시장·위례 북측","거여·마천","오금로·마천로","주거생활형|전통시장형|대단지 주거형","RESIDENTIAL|MARKET|APARTMENT","거주민·시장 이용객·가족","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GANGDONG-CHEONHO","강동구","GANGDONG","천호권","천호역·현대백화점·로데오거리·한강공원 남측","천호","천호대로·구천면로","대형 역세권형|쇼핑형|야간형|한강·수변형","TRANSIT|MALL|NIGHT|WATERFRONT","쇼핑객·환승객·거주민·야간 고객","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GANGDONG-GANGDONG-GILDONG","강동구","GANGDONG","강동·길동권","강동역·길동사거리·길동복조리시장","강동·길동","천호대로·양재대로","역세권형|주거생활형|전통시장형","TRANSIT|RESIDENTIAL|MARKET","직장인·거주민·시장 이용객","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GANGDONG-AMSA","강동구","GANGDONG","암사권","암사역·암사종합시장·선사유적지·한강","암사","올림픽로·고덕로","전통시장형|주거생활형|한강·수변형","MARKET|RESIDENTIAL|WATERFRONT","거주민·시장 이용객·가족·산책객","상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GANGDONG-GODEOK-SANGIL","강동구","GANGDONG","고덕·상일권","고덕역·상일동역·고덕비즈밸리·대단지 아파트","고덕·상일동","고덕로·상일로","대단지 주거형|오피스형|가족형","APARTMENT|OFFICE_MIXED|FAMILY","대단지 거주민·직장인·가족","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GANGDONG-DUNCHON","강동구","GANGDONG","둔촌권","둔촌동역·올림픽파크포레온·보훈병원","둔촌동·중앙보훈병원","양재대로·명일로","대단지 주거형|의료형|가족형","APARTMENT|MEDICAL|FAMILY","대단지 거주민·병원 방문객·가족","최상","프레임원 분석권역","D","미수집","true","2026-08-26"
"SEOUL-GANGDONG-MYEONGIL","강동구","GANGDONG","명일권","명일역·고덕전통시장·명일동 학원가","명일","고덕로·구천면로","학원가형|주거생활형|전통시장형","ACADEMY|RESIDENTIAL|MARKET","학생·학부모·거주민·시장 이용객","상","프레임원 분석권역","D","미수집","true","2026-08-26"
